url,Views,Date_Uploaded,Likes,Dislikes
https://www.youtube.com/watch?v=iy0txHvaLic,"55,622 views","Jul 31, 2020",4.3K,98
https://www.youtube.com/watch?v=wqkRoMtdpas,"39,498 views",Premiered 14 hours ago,2.8K,127
https://www.youtube.com/watch?v=CANiqCXhDx4,"61,736 views","Jul 31, 2020",2.5K,171
https://www.youtube.com/watch?v=3b9S4G9XRXo,"1,926,589 views","Jul 30, 2020",123K,1.4K
https://www.youtube.com/watch?v=tbGvd_nIHPI,"1,812,772 views","Jul 28, 2020",95K,1.4K
https://www.youtube.com/watch?v=lNDO_BC3JFU,"2,754 views","Jul 31, 2020",136,25
https://www.youtube.com/watch?v=L4fqAPGN_qk,46 views,"Jul 31, 2020",3,0
https://www.youtube.com/watch?v=vqwNEhJVDQ8,"39,134 views","Jul 29, 2020",1.3K,25
https://www.youtube.com/watch?v=OUPcKUu2e28,"15,716 views","Jul 27, 2020",409,22
https://www.youtube.com/watch?v=jAl1TbbChLs,"6,352,808 views","Aug 3, 2018",109K,2.6K
https://www.youtube.com/watch?v=DMLW_KuX59Q,"36,829 views","Jul 31, 2020",3.4K,57
https://www.youtube.com/watch?v=s6NvNwH9kUc,"17,131 views","Jul 31, 2020",2.2K,15
https://www.youtube.com/watch?v=JjGF0Ev8fd8,"4,321,178 views","Mar 22, 2019",35K,437
https://www.youtube.com/watch?v=3FxzJ0c2P-I,"174,587 views","Jul 29, 2020",13K,119
https://www.youtube.com/watch?v=-lzCrx8JoYM,"40,260 views","Jul 30, 2020",4.3K,24
https://www.youtube.com/watch?v=E3FfwK81OsU,"2,105,070 views","Jun 27, 2020",43K,664
https://www.youtube.com/watch?v=9xG5aPvrS-k,"8,939,654 views","May 10, 2020",183K,1.5K
https://www.youtube.com/watch?v=NZYKLEsLRrs,"18,547 views","Jul 31, 2020",2.7K,22
https://www.youtube.com/watch?v=FZU452zBzfo,"24,189 views","Jul 31, 2020",3.2K,38
https://www.youtube.com/watch?v=diQlOF5BYPA,"372,814 views","Nov 19, 2019",5.5K,69
https://www.youtube.com/watch?v=m2CaixwGhoQ,"512,831 views","Jul 24, 2020",32K,214
https://www.youtube.com/watch?v=3Ohl0ankCh8,"1,297,793 views","Jul 30, 2020",94K,42K
https://www.youtube.com/watch?v=NLEb1DeBiS8,"8,202,433 views","Premiered Jul 24, 2020",363K,275K
https://www.youtube.com/watch?v=hSlb1ezRqfA,"270,870,251 views","May 30, 2017",3M,4.8M
https://www.youtube.com/watch?v=-9EZKlBMzS8,"1,786,893 views","Jul 23, 2020",103K,10K
https://www.youtube.com/watch?v=uaQOkahQmYg,"4,165,360 views","Jul 29, 2020",336K,5.8K
https://www.youtube.com/watch?v=TuIcBPm90aM,"43,987,607 views","Jun 6, 2017",2.1M,149K
https://www.youtube.com/watch?v=PN5YWJfvNvE,"5,461,104 views","Jul 27, 2020",428K,8.5K
https://www.youtube.com/watch?v=lzb4q2CGpLY,"151,152 views","Jul 29, 2020",5K,2.6K
https://www.youtube.com/watch?v=cYVYQicmO3A,"2,470,913 views","Jun 14, 2020",111K,33K
https://www.youtube.com/watch?v=xhuIwAG1SP0,"183,830 views","Streamed live on Jul 30, 2020",1.3K,148
https://www.youtube.com/watch?v=NLWUTAElfn0,"32,198 views",Streamed live 23 hours ago,288,30
https://www.youtube.com/watch?v=ip3f5jwRgs0,"411,082 views","Premiered Jul 30, 2020",80K,1.1K
https://www.youtube.com/watch?v=VyPDo5dieZU,"3,428 watching now","Started streaming on Feb 19, 2020",367K,288K
https://www.youtube.com/watch?v=AZmAgoir1Tc,"61,968,266 views","Jul 6, 2020",1.5M,49K
https://www.youtube.com/watch?v=d3nE9l1Y-hc,"8,578,639 views","Jul 28, 2020",836K,5.7K
https://www.youtube.com/watch?v=tk74ojAy-7k,"935,593 views","Jul 30, 2020",57K,950
https://www.youtube.com/watch?v=ipbeBZQMm-g,"354,873 views",Streamed live 13 hours ago,7.6K,145
https://www.youtube.com/watch?v=jHsv9iApV2M,"6,663,389 views","Jun 29, 2019",171K,3K
https://www.youtube.com/watch?v=C2EEvwrMgdg,"11,710,685 views","Jul 5, 2019",388K,5.2K
https://www.youtube.com/watch?v=LJCfM7cW9AE,"2,294,251 views","Jun 25, 2020",83K,1.7K
https://www.youtube.com/watch?v=UufZqvdGOBE,"1,404,288 views","Jul 31, 2020",79K,1.4K
https://www.youtube.com/watch?v=2grRyvwb4WI,"13,777,160 views","Jun 7, 2020",1.1M,11K
https://www.youtube.com/watch?v=XbGs_qK2PQA,"1,083,286,868 views","Nov 27, 2013",13M,426K
https://www.youtube.com/watch?v=r_0JjYUe5jo,"219,091,406 views","Premiered Mar 9, 2020",5.5M,105K
https://www.youtube.com/watch?v=_Yhyp-_hX2s,"913,332,359 views","Aug 6, 2015",5.3M,163K
https://www.youtube.com/watch?v=j5-yKhDd64s,"1,419,303,905 views","Jun 4, 2010",8.6M,236K
https://www.youtube.com/watch?v=8CdcCD5V-d8,"411,924,759 views","Oct 5, 2018",5.7M,176K
https://www.youtube.com/watch?v=uelHwf8o7_U,"2,034,900,592 views","Aug 5, 2010",9.2M,331K
https://www.youtube.com/watch?v=vlUHyBD69n8,"331,127 views","Jul 30, 2020",11K,398
https://www.youtube.com/watch?v=ssVHnWLB2QQ,"57,162 views","Jul 30, 2020",2.9K,190
https://www.youtube.com/watch?v=bPilqhXqOZw,"97,107 views","Jul 30, 2020",3.8K,162
https://www.youtube.com/watch?v=a5y2B1tbCx8,"52,961 views","Jul 30, 2020",2.6K,153
https://www.youtube.com/watch?v=f7kmtWiRBYs,"246,848 views","Jul 30, 2020",8.5K,243
https://www.youtube.com/watch?v=WvZMtbE18ws,"909,302 views","Jul 30, 2020",46K,417
https://www.youtube.com/watch?v=yzmUEvQA3XU,"948,354 views","Jul 28, 2020",40K,598
https://www.youtube.com/watch?v=dMoP699hhco,"1,013,133 views","Jul 26, 2020",53K,332
https://www.youtube.com/watch?v=KGR65lBVGdE,"5,849,857 views","Feb 5, 2018",138K,1.5K
https://www.youtube.com/watch?v=aXYhaLUvL9I,"2,544,155 views","Jun 19, 2020",100K,891
https://www.youtube.com/watch?v=O0Gcj7Kfb4s,"1,782,574 views","Jul 1, 2020",77K,575
https://www.youtube.com/watch?v=K-a8s8OLBSE,"36,216,992 views","Premiered Jul 23, 2020",1.5M,38K
https://www.youtube.com/watch?v=e-ORhEE9VVg,"2,621,552,532 views","Nov 10, 2014",10M,691K
https://www.youtube.com/watch?v=Dkk9gvTmCXY,"213,681,250 views","Premiered Jun 17, 2019",3.7M,303K
https://www.youtube.com/watch?v=3tmd-ClpJxA,"1,174,445,314 views","Aug 27, 2017",9.7M,1.3M
https://www.youtube.com/watch?v=8xg3vE8Ie_E,"530,009,895 views","Jun 16, 2009",2.6M,88K
https://www.youtube.com/watch?v=ba7mB8oueCY,"159,137,908 views","Jul 4, 2019",2.9M,69K
https://www.youtube.com/watch?v=ApXoWvfEYVU,"1,127,695,474 views","Oct 18, 2018",7.5M,271K
https://www.youtube.com/watch?v=wXhTHyIgQ_U,"255,447,160 views","Premiered Sep 3, 2019",2.8M,69K
https://www.youtube.com/watch?v=UceaB4D0jpo,"715,965,937 views","Nov 21, 2017",9M,273K
https://www.youtube.com/watch?v=UYwF-jdcVjY,"364,656,350 views","Oct 5, 2018",3M,69K
https://www.youtube.com/watch?v=nEmehcK7KfQ,"21,404,563 views","Premiered Jun 12, 2020",486K,10K
https://www.youtube.com/watch?v=hOuwNiCa-zU,"11,920,708 views","Jul 18, 2020",LIKE,DISLIKE
https://www.youtube.com/watch?v=XHn5H9YdFWw,"25,050,405 views","Jan 1, 2020",1.1M,35K
https://www.youtube.com/watch?v=N7OV9I3m7Cc,"30,772 views","Jul 31, 2020",1.3K,49
https://www.youtube.com/watch?v=AqHA4WKpflQ,"41,085 views","Jul 31, 2020",3.5K,77
https://www.youtube.com/watch?v=nvMBgFk_Ozc,"79,049 views","Jul 30, 2020",3.8K,211
https://www.youtube.com/watch?v=3bUl6D4r1Zs,"46,858 views","Jul 31, 2020",5.3K,224
https://www.youtube.com/watch?v=9CM5g9FouFI,"266,263 views","Jul 30, 2020",18K,529
https://www.youtube.com/watch?v=W_C5L0DdQHw,"871,470 views","Premiered Jul 25, 2020",43K,1.1K
https://www.youtube.com/watch?v=Qw1wGohtfRE,"319,471 views",Streamed live 22 hours ago,3.1K,588
https://www.youtube.com/watch?v=b7palqXIKZs,"49,594 views","Jul 31, 2020",3.7K,27
https://www.youtube.com/watch?v=rlR4PJn8b8I,"66,270,193 views","Mar 5, 2019",1M,28K
https://www.youtube.com/watch?v=9bI6h_9K4s0,"8,712,375 views","Aug 7, 2017",79K,1.6K
https://www.youtube.com/watch?v=eTa1jHk1Lxc,"26,904,878 views","Apr 21, 2019",578K,4.4K
https://www.youtube.com/watch?v=TZE9gVF1QbA,"10,398,098 views","Apr 14, 2019",180K,2.3K
https://www.youtube.com/watch?v=eTkxsPBTrnk,"6,544,431 views","Apr 26, 2019",202K,24K
https://www.youtube.com/watch?v=xTlNMmZKwpA,"1,200,208,538 views","May 29, 2018",7.8M,500K
https://www.youtube.com/watch?v=PEGccV-NOm8,"906,218,892 views","Jun 24, 2017",6.5M,611K
https://www.youtube.com/watch?v=cJc7xWJbwJw,"75,720,986 views","Premiered Jun 26, 2019",1.5M,163K
https://www.youtube.com/watch?v=3y-O-4IL-PU,"338,154,364 views","Premiered Mar 1, 2019",3.8M,233K
https://www.youtube.com/watch?v=AJbiZEQYeL8,"161,505 views","Jul 29, 2020",1.6K,852
https://www.youtube.com/watch?v=wue4XyfmTPM,"152,064 views","Jul 30, 2020",2.3K,1.7K
https://www.youtube.com/watch?v=EjP1oB7BA3o,"309,375 views","Jul 30, 2020",4.7K,324
https://www.youtube.com/watch?v=nyDGJcEyNOk,"385,931 views","Jul 30, 2020",7.8K,183
https://www.youtube.com/watch?v=axwJncFouXk,"80,175 views","Jul 30, 2020",795,299
https://www.youtube.com/watch?v=gFtsQzmmBAQ,"1,044,036 views","Jul 30, 2020",15K,1K
https://www.youtube.com/watch?v=WPni755-Krg,"140,587,661 views","Jun 26, 2014",694K,39K
https://www.youtube.com/watch?v=gtmzPUmq7XU,"1,598,557 views","Apr 13, 2020",16K,572
https://www.youtube.com/watch?v=BklGhQYKl30,"8,954,529 views","Aug 7, 2018",57K,3.2K
https://www.youtube.com/watch?v=XULUBg_ZcAU,"2,349 watching now","Started streaming on Dec 26, 2018",202K,7.7K
https://www.youtube.com/watch?v=9T1BBJlQZrY,"2,704,954 views","Oct 31, 2017",19K,1.1K
https://www.youtube.com/watch?v=m8gKy5eKupw,"894,251 views","Premiered Oct 28, 2018",7.2K,380
https://www.youtube.com/watch?v=sjkrrmBnpGE,"3,757,132 views","Nov 25, 2019",27K,722
https://www.youtube.com/watch?v=gFsBpL_Uy6Y,"3,750,958 views","Aug 21, 2019",34K,6.8K
https://www.youtube.com/watch?v=W0Y2mcIHOr4,"19,461,681 views","Jun 14, 2019",272K,19K
https://www.youtube.com/watch?v=TcMBFSGVi1c,"136,789,302 views","Mar 14, 2019",3M,60K
https://www.youtube.com/watch?v=lbHSosl5LCo,"5,771,727 views","Oct 24, 2019",152K,6K
https://www.youtube.com/watch?v=cpK582vCZaQ,"9,205,079 views","Jul 27, 2019",129K,4.1K
https://www.youtube.com/watch?v=_QNknEFnIgg,"3,406,491 views","Sep 9, 2019",26K,2.2K
https://www.youtube.com/watch?v=yZ9bdk6CCH4,"105,258 views","Jul 31, 2020",1.7K,88
https://www.youtube.com/watch?v=JLhuyGJA1bM,"993,555 views","Jul 31, 2020",14K,1.1K
https://www.youtube.com/watch?v=mekQJgeXpkM,"294,930 views","Jul 31, 2020",5.2K,182
https://www.youtube.com/watch?v=ooTrO0M6FqE,"112,292 views","Jul 31, 2020",1.7K,59
https://www.youtube.com/watch?v=BNIj_ZAdV-o,"54,421 views","Jul 30, 2020",693,33
https://www.youtube.com/watch?v=3gDQDI6IhUk,"33,207 views","Jul 31, 2020",550,348
https://www.youtube.com/watch?v=5yCWJdqSgrY,"61,819 views","Jul 31, 2020",645,49
https://www.youtube.com/watch?v=17oCQakzIl8,"5,639,185 views","Jul 26, 2020",202K,7.9K
https://www.youtube.com/watch?v=0b_eHBZLM6U,"5,983,787 views","Jul 19, 2020",192K,6.9K
https://www.youtube.com/watch?v=qVIXUhZ2AWs,"10,342,844 views","Feb 23, 2020",338K,62K
https://www.youtube.com/watch?v=rpVA_QHwXmY,"70,013 views","Mar 9, 2020",1.9K,161
https://www.youtube.com/watch?v=Wf4cea5oObY,"13,987,483 views","Jun 7, 2020",515K,30K
https://www.youtube.com/watch?v=ioNng23DkIM,"371,411,759 views","Premiered Jun 26, 2020",14M,795K
https://www.youtube.com/watch?v=2S24-y0Ij3Y,"943,957,141 views","Premiered Apr 4, 2019",14M,917K
https://www.youtube.com/watch?v=IHNzOHi8sJs,"1,249,364,279 views","Jun 15, 2018",13M,802K
https://www.youtube.com/watch?v=bwmSjveL3Lc,"922,574,314 views","Aug 8, 2016",8.5M,417K
https://www.youtube.com/watch?v=M4yiq8osUrM,"50,366 views","Jul 31, 2020",2.6K,78
https://www.youtube.com/watch?v=HfuUuMXgP0I,"2,221,956 views","Jul 29, 2020",399K,1.4K
https://www.youtube.com/watch?v=cCZruShUPwk,"2,913,885 views","Jul 26, 2020",302K,1.4K
https://www.youtube.com/watch?v=Uc_jWAsf74E,"185,858 views","Jul 31, 2020",27K,95
https://www.youtube.com/watch?v=6gHfVQ50OnQ,"2,677,276 views","Jul 25, 2020",273K,1.1K
https://www.youtube.com/watch?v=ZUISkLRKJZk,"3,713,616 views","Jul 24, 2020",468K,2.6K
https://www.youtube.com/watch?v=5yXQj-pcLxo,"1,341,296 views","Jul 26, 2020",141K,620
https://www.youtube.com/watch?v=ZengOKCUBHo,"63,107,045 views","Apr 23, 2020",1.5M,20K
https://www.youtube.com/watch?v=mzB1VGEGcSU,"543,401,150 views","May 10, 2018",5.3M,165K
https://www.youtube.com/watch?v=iI34LYmJ1Fs,"214,239,677 views","Feb 14, 2019",2M,55K
https://www.youtube.com/watch?v=5SejM_hBvMM,"130,535,677 views","Aug 2, 2018",1.4M,26K
https://www.youtube.com/watch?v=C5i-UnuUKUI,"24,544,302 views","Jul 13, 2020",943K,10K
https://www.youtube.com/watch?v=Dxm3cHrKcbA,"10,428,700 views","Jul 10, 2020",420K,3.8K
https://www.youtube.com/watch?v=qhtaaW_BOw4,"2,438,536 views","Jul 31, 2020",194K,1.9K
https://www.youtube.com/watch?v=3VglNPboRfY,"4,338,152 views","Jul 27, 2020",295K,5K
https://www.youtube.com/watch?v=fYK27ivcRLU,"21,159,185 views","Oct 3, 2016",181K,10K
https://www.youtube.com/watch?v=3Ohl0ankCh8,"1,299,223 views","Jul 30, 2020",94K,42K
https://www.youtube.com/watch?v=IRnhvNnfmAQ,"776,529 views","Jul 30, 2020",49K,800
https://www.youtube.com/watch?v=KZCc-StOrvU,"19,189,271 views","Feb 9, 2020",742K,33K
https://www.youtube.com/watch?v=kqhz6yY6hhQ,"4,551,119 views","Jul 24, 2020",459K,3.6K
https://www.youtube.com/watch?v=P2Lx8yIwivM,"2,309,101 views","Jul 30, 2020",115K,2.2K
https://www.youtube.com/watch?v=uMYG4GGMgfA,"160,087 views","Jul 31, 2020",9.2K,330
https://www.youtube.com/watch?v=LLLO48kEJXs,"2,845,275 views","Jul 31, 2020",84K,3.4K
https://www.youtube.com/watch?v=3IrPblO64SM,"2,442,500 views","Jul 28, 2020",145K,1.9K
https://www.youtube.com/watch?v=O5wMrn9AF3c,"394,422 views","Jul 30, 2020",41K,737
https://www.youtube.com/watch?v=rTFwIGz1upA,"545,354 views","Jul 29, 2020",24K,511
https://www.youtube.com/watch?v=-J65O6cfz_w,"5,092,993 views","Jul 23, 2020",171K,3.3K
https://www.youtube.com/watch?v=MjYnV92EThs,"1,950,558 views","Jul 29, 2020",83K,1.9K
https://www.youtube.com/watch?v=ted2pAnAnQc,"34,582,740 views","Jun 21, 2020",581K,19K
https://www.youtube.com/watch?v=nQ1mmVG-G1g,"278,534,161 views","Apr 4, 2018",1.3M,79K
https://www.youtube.com/watch?v=Sw5fNI400E4,"212,158,872 views","Oct 3, 2019",2M,58K
https://www.youtube.com/watch?v=6MCSr65d9Xc,"10,458,807 views","Jul 25, 2020",364K,11K
https://www.youtube.com/watch?v=gfvzLDm_JrI,"4,747,124 views","Sep 11, 2019",29K,3.1K
https://www.youtube.com/watch?v=Mh2ObRyvqsM,"100,356 views","Jul 31, 2020",1K,141
https://www.youtube.com/watch?v=NWmLGrt21hY,"233,758 views","Jul 31, 2020",35K,583
https://www.youtube.com/watch?v=13wYmuuiIdg,"193,115 views","Jul 31, 2020",25K,209
https://www.youtube.com/watch?v=LvbRrikFTX4,"28,584 views","Jul 30, 2020",677,64
https://www.youtube.com/watch?v=1p0Cq6DdcKw,"3,339,304 views","Feb 11, 2020",100K,5.2K
https://www.youtube.com/watch?v=4zAeQro0LP4,"4,934,814 views","Apr 22, 2020",346K,3.9K
https://www.youtube.com/watch?v=toQbSRrMX9o,"3,100,932 views","Jul 31, 2020",177K,2.3K
https://www.youtube.com/watch?v=YQDDm9HLkV4,"24,675,346 views","Jul 23, 2020",1.6M,16K
https://www.youtube.com/watch?v=xJsMA_ED2KM,"4,214,216 views","Jul 29, 2020",200K,2.9K
https://www.youtube.com/watch?v=F4Y3Pkn95GI,"48,285,624 views","Feb 29, 2020",1.4M,30K
https://www.youtube.com/watch?v=nZ1rTugGIkw,"11,840,183 views","Jul 25, 2020",428K,10K
https://www.youtube.com/watch?v=d3nE9l1Y-hc,"8,604,164 views","Jul 28, 2020",837K,5.7K
https://www.youtube.com/watch?v=c5O9PWE6fQ8,"357,736 views","Jul 31, 2020",23K,457
https://www.youtube.com/watch?v=N_jezgkwMno,"68,808 views","Jul 31, 2020",4.4K,78
https://www.youtube.com/watch?v=rLT6ozWuvJ4,"28,283 views",Streamed live 13 hours ago,4.5K,41
https://www.youtube.com/watch?v=GZFbpNj9N7k,"303,658 views",Premiered 14 hours ago,16K,294
https://www.youtube.com/watch?v=I6zZsj61QJE,"66,208 views","Jul 31, 2020",4.7K,83
https://www.youtube.com/watch?v=dudw5JiklKc,"10,546,577 views","Jul 20, 2020",563K,6.5K
https://www.youtube.com/watch?v=aCz-1tcdjN8,"26,660,101 views","Jun 22, 2020",912K,18K
https://www.youtube.com/watch?v=4xGFo_lYUrs,"39,682,550 views","Premiered Oct 21, 2019",883K,19K
https://www.youtube.com/watch?v=A2FsgKoGD04,"209,266,220 views","May 25, 2017",2.7M,67K
https://www.youtube.com/watch?v=5-3ouosW9IA,"14,338,042 views","Jul 6, 2020",588K,10K
